"","year","month","snow","tmax","tmin"
"4089","2009","01",41,-4.4,-8.9
"4090","2009","12",13,3.3,-3.3
"4091","2009","12",13,-0.6,-3.9
"4092","2009","12",76,-2.2,-7.2
"4093","2009","12",76,3.3,-2.8
"4094","2009","12",38,1.1,-8.3
"4095","2009","12",8,3.9,-10
"4096","2009","12",20,-4.4,-18.9
"4097","2009","12",33,-7.2,-13.9
"4098","2009","12",46,4.4,-1.7
"4099","2010","01",46,-1.7,-5.6
"4100","2010","01",30,1.1,-12.2
"4101","2010","01",69,-12.2,-16.7
"4102","2010","01",38,-10.6,-16.7
"4103","2010","01",15,-11.1,-15.6
"4104","2010","01",30,-8.3,-14.4
"4105","2010","01",8,-7.2,-10
"4106","2010","01",10,-3.9,-11.7
"4107","2010","01",41,-10,-18.9
"4108","2010","01",3,-4.4,-23.3
"4109","2010","01",13,-5,-9.4
"4110","2010","01",5,-2.8,-16.7
"4111","2010","01",3,2.8,-1.7
"4112","2010","01",10,0,-3.3
"4113","2010","01",8,0,-7.8
"4114","2010","01",46,-0.6,-3.3
"4115","2010","01",28,-1.7,-10.6
"4116","2010","01",38,-2.8,-20.6
"4117","2010","11",5,2.8,-1.7
"4118","2010","11",76,-1.1,-12.8
"4119","2010","12",20,12.8,-2.2
"4120","2010","12",13,1.1,-2.8
"4121","2010","12",13,0.6,-5
"4122","2010","12",3,-3.9,-8.3
"4123","2010","12",13,-5.6,-8.3
"4124","2010","12",13,-6.1,-8.3
"4125","2010","12",25,-6.1,-10.6
"4126","2010","12",3,-7.2,-13.9
"4127","2010","12",3,1.7,-3.9
"4128","2010","12",18,0.6,-12.8
"4129","2010","12",3,-11.1,-13.9
"4130","2010","12",3,-8.3,-13.9
"4131","2010","12",30,-3.9,-10.6
"4132","2010","12",13,-2.8,-10
"4133","2010","12",13,-5.6,-8.3
"4134","2010","12",3,-7.8,-14.4
"4135","2010","12",3,-1.7,-7.8
"4136","2006","01",51,-0.6,-3.3
"4137","2006","01",25,-2.8,-6.1
"4138","2006","01",25,1.7,-4.4
"4139","2006","12",30,0.6,-7.8
"4140","2006","12",13,1.1,-11.7
"4141","2006","12",8,4.4,-2.2
"4142","2007","01",3,6.7,-2.2
"4143","2007","01",8,3.9,-4.4
"4144","2007","01",28,1.7,-3.9
"4145","2007","01",20,1.1,-7.8
"4146","2007","01",8,-4.4,-11.7
"4147","2007","01",18,-0.6,-12.8
"4148","2007","01",8,-0.6,-8.3
"4149","2007","01",18,-4.4,-14.4
"4150","2007","01",25,-2.2,-8.3
"4151","2007","01",13,0,-6.7
"4152","2007","01",20,0.6,-10.6
"4153","2007","01",38,-8.3,-15
"4154","2007","01",8,-4.4,-14.4
"4155","2007","01",5,-0.6,-6.7
"4156","2007","01",56,-4.4,-12.8
"4157","2007","01",25,-5,-12.2
"4158","2007","01",36,-0.6,-10.6
"4159","2007","11",25,7.2,-2.2
"4160","2007","11",5,0.6,-6.7
"4161","2007","12",5,6.1,-8.3
"4162","2007","12",76,-5,-10
"4163","2007","12",25,4.4,-10.6
"4164","2007","12",5,-1.1,-6.7
"4165","2007","12",5,0.6,-4.4
"4166","2007","12",8,1.7,-3.9
"4167","2007","12",20,3.9,-2.8
"4168","2007","12",76,3.9,-4.4
"4169","2007","12",76,-3.3,-12.2
"4170","2007","12",18,-1.7,-7.2
"4171","2007","12",64,11.1,-6.1
"4172","2007","12",51,1.7,-4.4
"4173","2007","12",20,2.8,-2.8
"4174","2008","01",30,3.3,-3.9
"4175","2008","01",25,3.9,-10
"4176","2008","01",3,-6.7,-12.8
"4177","2008","01",10,5,-2.2
"4178","2008","01",15,0,-3.9
"4179","2008","01",13,-6.7,-13.9
"4180","2008","01",5,-7.8,-13.3
"4181","2008","01",5,-4.4,-13.3
"4182","2008","01",13,1.7,-8.9
"4183","2008","01",25,-3.3,-10.6
"4184","2008","01",25,-3.3,-12.2
"4185","2008","01",8,-0.6,-9.4
"4186","2006","01",13,-2.2,-12.2
"4187","2006","01",13,2.2,-7.2
"4188","2006","01",13,2.2,-8.3
"4189","2006","01",25,-7.8,-18.3
"4190","2006","01",13,-0.6,-5.6
"4191","2006","01",51,7.8,-17.8
"4192","2006","01",13,7.8,-2.8
"4193","2006","01",51,10,-15.6
"4194","2006","01",25,2.2,-2.8
"4195","2006","12",38,3.9,-7.2
"4196","2006","12",13,-5,-14.4
"4197","2006","12",25,2.2,-17.2
"4198","2006","12",13,-2.2,-17.2
"4199","2006","12",13,-1.1,-7.8
"4200","2006","12",38,0,-6.7
"4201","2006","12",25,-4.4,-10
"4202","2006","12",25,-3.9,-14.4
"4203","2006","12",64,-5.6,-8.9
"4204","2007","01",25,3.9,-0.6
"4205","2007","01",13,6.7,-2.2
"4206","2007","01",25,0.6,-9.4
"4207","2007","01",13,5,-2.8
"4208","2007","01",25,-6.1,-8.9
"4209","2007","01",38,-1.7,-14.4
"4210","2007","01",13,-2.2,-11.7
"4211","2007","01",13,-17.8,-26.7
"4212","2007","01",38,-12.8,-23.9
"4213","2007","11",13,6.7,-1.1
"4214","2007","11",13,4.4,-0.6
"4215","2007","11",13,5,0
"4216","2007","11",5,1.7,-1.1
"4217","2007","11",71,-1.1,-8.9
"4218","2007","11",25,-8.3,-16.7
"4219","2007","11",38,2.8,-0.6
"4220","2007","11",51,1.1,-12.2
"4221","2007","12",25,-1.1,-15
"4222","2007","12",64,-3.9,-14.4
"4223","2007","12",51,-7.2,-10.6
"4224","2007","12",13,-9.4,-15
"4225","2007","12",13,-0.6,-16.1
"4226","2007","12",76,-0.6,-19.4
"4227","2007","12",25,-12.2,-25
"4228","2007","12",38,-6.1,-14.4
"4229","2007","12",51,-7.8,-11.1
"4230","2007","12",13,11.7,-4.4
"4231","2007","12",76,-0.6,-5.6
"4232","2007","12",25,1.1,-2.8
"4233","2007","12",51,-1.1,-4.4
"4234","2008","01",38,-3.3,-8.3
"4235","2008","01",13,2.8,-5
"4236","2008","01",13,1.7,-3.3
"4237","2008","01",5,-0.6,-7.8
"4238","2008","01",20,-1.1,-10
"4239","2008","01",13,-8.3,-18.9
"4240","2008","01",76,-2.8,-11.1
"4241","2008","01",13,-6.1,-15
"4242","2008","11",13,5,-1.1
"4243","2008","11",13,5,-2.2
"4244","2008","11",13,-2.2,-5.6
"4245","2008","11",25,-7.2,-11.7
"4246","2008","11",13,2.2,-3.9
"4247","2008","11",25,3.3,-0.6
"4248","2008","11",51,0.6,-1.7
"4249","2008","11",51,2.2,-3.3
"4250","2008","12",13,3.3,-2.2
"4251","2008","12",13,4.4,-11.1
"4252","2008","12",51,-2.2,-24.4
"4253","2008","12",13,-8.3,-24.4
"4254","2008","12",64,7.2,-8.3
"4255","2008","12",51,-1.7,-15
"4256","2008","12",76,-8.9,-15.6
"4257","2008","12",51,-7.2,-22.8
"4258","2008","12",38,-3.3,-7.8
"4259","2008","12",8,-4.4,-14.4
"4260","2008","12",89,-4.4,-18.9
"4261","2008","12",13,-12.2,-22.2
"4262","2008","12",38,-1.1,-13.9
"4263","2008","12",13,7.8,-1.7
"4264","2008","12",51,0.6,-3.3
"4265","2009","01",38,-6.7,-12.2
"4266","2009","01",13,-2.8,-8.3
"4267","2009","01",38,-3.3,-10.6
"4268","2009","01",38,-8.3,-17.2
"4269","2009","01",38,-11.7,-25
"4270","2009","01",13,-10.6,-17.8
"4271","2009","01",51,-0.6,-25
"4272","2009","01",13,-10,-15.6
"4273","2009","01",25,-5.6,-13.3
"4274","2009","01",13,-8.9,-17.8
"4275","2009","01",13,-11.7,-20
"4276","2009","01",38,-4.4,-18.9
"4277","2009","01",38,-2.8,-9.4
"4278","2009","01",38,3.9,-17.8
"4279","2009","01",25,-10,-25.6
"4280","2009","01",13,-8.3,-17.8
"4281","2009","01",13,-5,-12.2
"4282","2009","01",13,-1.7,-16.1
"4283","2009","11",30,6.1,-2.2
"4284","2009","11",8,0,-5
"4285","2009","11",13,5,-0.6
"4286","2009","12",25,-0.6,-5.6
"4287","2009","12",25,0.6,-5.6
"4288","2009","12",89,-1.7,-6.1
"4289","2009","12",13,-4.4,-10.6
"4290","2009","12",38,3.3,-4.4
"4291","2009","12",51,1.7,-3.9
"4292","2009","12",13,1.1,-1.1
"4293","2009","12",25,0,-13.3
"4294","2009","12",13,-8.3,-22.2
"4295","2009","12",25,-12.2,-17.2
"4296","2009","12",64,-6.1,-14.4
"4297","2010","01",51,0,-5
"4298","2010","01",13,0,-10.6
"4299","2010","01",76,-10.6,-16.7
"4300","2010","01",38,-10.6,-12.2
"4301","2010","01",25,-7.8,-10
"4302","2010","01",38,-8.3,-11.7
"4303","2010","01",38,-10,-18.9
"4304","2010","01",13,-5,-11.1
"4305","2010","01",25,-3.3,-13.3
"4306","2010","01",51,0.6,-2.2
"4307","2010","01",13,0.6,-2.8
"4308","2010","01",64,-1.1,-5.6
"4309","2010","11",25,5,-3.3
"4310","2010","11",13,-2.2,-11.1
"4311","2010","12",25,15.6,-1.7
"4312","2010","12",13,-0.6,-6.1
"4313","2010","12",38,-6.1,-8.9
"4314","2010","12",13,-9.4,-14.4
"4315","2010","12",25,-12.2,-15.6
"4316","2010","12",64,-11.7,-15.6
"4317","2010","12",51,-9.4,-13.9
"4318","2010","12",13,-3.3,-13.3
"4319","2010","12",13,-2.2,-11.1
"4320","2010","12",13,-5.6,-12.2
"4321","2010","12",64,-5,-6.7
"4322","2010","12",38,-5,-9.4
"4323","2010","12",25,-11.1,-15.6
"4324","2006","01",36,-0.6,-6.1
"4325","2006","01",81,2.2,-2.8
"4326","2006","01",5,-2.8,-11.1
"4327","2006","01",8,-2.8,-11.1
"4328","2006","01",33,11.1,-13.3
"4329","2006","01",3,12.2,-3.3
"4330","2006","01",84,1.7,-8.3
"4331","2006","01",10,1.7,-4.4
"4332","2006","01",3,2.2,-5
"4333","2006","01",53,0,-9.4
"4334","2006","01",3,-7.2,-11.7
"4335","2006","11",5,13.3,0
"4336","2006","12",10,5.6,-5.6
"4337","2006","12",10,-2.2,-9.4
"4338","2006","12",46,3.3,-13.9
"4339","2006","12",10,1.7,-4.4
"4340","2006","12",5,4.4,-1.7
"4341","2007","01",20,-3.9,-10.6
"4342","2007","01",8,1.1,-10.6
"4343","2007","01",18,-5,-17.8
"4344","2007","01",10,0,-7.8
"4345","2007","01",71,-1.1,-8.9
"4346","2007","01",15,-8.3,-19.4
"4347","2007","01",8,-6.7,-19.4
"4348","2007","01",5,-4.4,-9.4
"4349","2007","01",5,-1.7,-8.3
"4350","2007","01",8,-8.3,-22.2
"4351","2007","01",33,-1.7,-8.3
"4352","2007","01",5,-4.4,-13.3
"4353","2007","11",23,4.4,-3.3
"4354","2007","11",28,1.7,-2.2
"4355","2007","11",3,3.9,-5.6
"4356","2007","12",8,1.7,-6.7
"4357","2007","12",36,-6.1,-13.3
"4358","2007","12",28,2.8,-10
"4359","2007","12",30,2.2,-8.3
"4360","2007","12",53,-6.1,-9.4
"4361","2007","12",13,-5.6,-16.7
"4362","2007","12",13,-1.7,-11.7
"4363","2007","12",13,-1.7,-5
"4364","2007","12",38,-6.1,-15
"4365","2007","12",99,-1.7,-11.1
"4366","2007","12",71,-6.1,-10.6
"4367","2007","12",23,2.2,-2.2
"4368","2007","12",25,2.2,-1.1
"4369","2008","01",53,2.2,-9.4
"4370","2008","01",15,5.6,-3.9
"4371","2008","01",30,0,-3.3
"4372","2008","01",38,-1.7,-10
"4373","2008","01",30,-2.8,-13.3
"4374","2008","01",3,-1.1,-9.4
"4375","2008","01",3,-2.8,-10.6
"4376","2008","01",28,-4.4,-11.7
"4377","2008","11",3,2.8,-1.7
"4378","2008","11",5,2.8,-6.1
"4379","2008","11",3,-2.2,-8.9
"4380","2008","11",20,-2.8,-13.9
"4381","2008","11",5,-6.1,-13.9
"4382","2008","11",20,0.6,-2.8
"4383","2008","12",3,7.8,-6.1
"4384","2008","12",13,-3.9,-11.7
"4385","2008","12",8,-2.2,-15
"4386","2008","12",10,-3.9,-15.6
"4387","2008","12",23,0,-2.8
"4388","2008","12",28,-0.6,-10.6
"4389","2008","12",28,1.1,-5.6
"4390","2008","12",5,1.7,-2.8
"4391","2008","12",10,-3.9,-11.7
"4392","2008","12",79,-1.7,-16.1
"4393","2008","12",48,-10,-16.7
"4394","2008","12",23,-1.7,-12.8
"4395","2008","12",10,2.8,-2.8
"4396","2008","12",46,-1.7,-6.7
"4397","2009","01",99,-6.7,-18.3
"4398","2009","01",25,-2.8,-7.8
"4399","2009","01",36,-2.8,-14.4
"4400","2009","01",3,-1.7,-15
"4401","2009","01",46,2.2,-3.3
"4402","2009","01",20,-1.7,-11.1
"4403","2009","01",13,-1.7,-16.1
"4404","2009","01",20,-11.7,-17.8
"4405","2009","01",86,-10,-22.2
"4406","2009","01",23,-5,-10
"4407","2009","01",53,-4.4,-17.8
"4408","2009","01",23,4.4,-7.8
"4409","2009","01",76,-4.4,-15
"4410","2009","01",13,-1.7,-13.3
"4411","2009","11",10,3.9,-1.7
"4412","2009","11",3,5.6,-1.1
"4413","2009","12",91,-0.6,-4.4
"4414","2009","12",3,5,-1.7
"4415","2009","12",5,-1.1,-11.1
"4416","2009","12",3,2.8,-2.8
"4417","2009","12",10,4.4,-8.3
"4418","2009","12",10,-3.3,-11.1
"4419","2009","12",8,-3.9,-11.7
"4420","2009","12",53,-7.2,-11.7
"4421","2009","12",8,5.6,-1.1
"4422","2009","12",46,-0.6,-13.9
"4423","2009","12",5,-10,-15.6
"4424","2009","12",3,-3.9,-10
"4425","2010","01",66,-1.1,-4.4
"4426","2010","01",71,1.1,-8.3
"4427","2010","01",30,-8.3,-13.9
"4428","2010","01",41,-7.8,-14.4
"4429","2010","01",33,-7.2,-12.2
"4430","2010","01",15,-5.6,-9.4
"4431","2010","01",8,-3.3,-6.1
"4432","2010","01",46,-5,-12.8
"4433","2010","01",13,-5,-13.9
"4434","2010","01",13,-4.4,-13.9
"4435","2010","01",46,3.9,-2.8
"4436","2010","01",5,2.2,-1.7
"4437","2010","01",18,0.6,-3.9
"4438","2010","01",5,2.2,-3.3
"4439","2010","01",46,0.6,-16.1
"4440","2010","11",91,3.3,-1.7
"4441","2010","11",5,6.1,-0.6
"4442","2010","11",10,0.6,-6.7
"4443","2010","12",20,-3.3,-6.7
"4444","2010","12",79,-5,-7.8
"4445","2010","12",23,-5,-8.3
"4446","2010","12",25,-6.1,-13.9
"4447","2010","12",13,-6.1,-18.9
"4448","2010","12",48,0,-12.2
"4449","2010","12",43,-10.6,-12.2
"4450","2010","12",74,-7.8,-12.2
"4451","2010","12",5,-3.9,-12.2
"4452","2010","12",3,-4.4,-6.7
"4453","2010","12",33,-5.6,-6.7
"4454","2010","12",3,-3.3,-7.2
"4455","2006","01",25,0.6,-5
"4456","2006","01",25,2.8,-0.6
"4457","2006","01",25,-3.3,-11.1
"4458","2006","01",51,6.7,-11.7
"4459","2006","01",25,-11.7,-16.1
"4460","2006","01",38,1.7,-8.3
"4461","2006","01",13,2.8,-8.3
"4462","2006","01",25,0,-9.4
"4463","2006","01",51,-6.7,-17.2
"4464","2006","11",13,5.6,-3.9
"4465","2006","12",13,3.9,-6.1
"4466","2006","12",64,1.1,-14.4
"4467","2006","12",13,2.8,-2.8
"4468","2006","12",25,0,-2.8
"4469","2007","01",25,6.7,-3.9
"4470","2007","01",13,0.6,-6.7
"4471","2007","01",13,8.3,-5.6
"4472","2007","01",13,-5.6,-13.3
"4473","2007","01",13,-1.7,-7.2
"4474","2007","01",13,-8.3,-17.2
"4475","2007","01",25,-3.9,-7.2
"4476","2007","01",13,-0.6,-6.7
"4477","2007","01",38,-1.7,-10.6
"4478","2007","01",25,-10,-18.9
"4479","2007","01",13,-5.6,-17.8
"4480","2007","01",25,0.6,-8.3
"4481","2007","01",76,-2.8,-11.7
"4482","2007","01",13,-5.6,-12.2
"4483","2007","11",25,3.3,0
"4484","2007","11",41,6.1,0
"4485","2007","11",30,3.3,-2.8
"4486","2007","11",5,5,-6.1
"4487","2007","11",5,7.8,-5
"4488","2007","12",13,2.8,-7.2
"4489","2007","12",10,3.3,-8.9
"4490","2007","12",64,-5.6,-13.3
"4491","2007","12",13,0.6,-15.6
"4492","2007","12",33,-3.9,-15.6
"4493","2007","12",81,-0.6,-10.6
"4494","2007","12",5,0.6,-1.7
"4495","2007","12",8,-0.6,-8.3
"4496","2008","01",13,0.6,-7.8
"4497","2008","01",76,3.3,-10
"4498","2008","01",38,-10,-16.1
"4499","2008","01",13,2.8,-5
"4500","2008","01",13,2.2,-3.9
"4501","2008","01",13,-2.2,-11.1
"4502","2008","01",13,-10.6,-17.8
"4503","2008","01",25,-4.4,-10
"4504","2008","11",8,8.9,-1.1
"4505","2008","11",5,0.6,-1.7
"4506","2008","11",25,3.9,-2.2
"4507","2008","11",25,1.7,-5.6
"4508","2008","11",76,-3.9,-7.8
"4509","2008","11",25,-2.8,-7.8
"4510","2008","11",38,-0.6,-7.8
"4511","2008","11",25,-3.9,-10
"4512","2008","11",89,2.8,-1.1
"4513","2008","11",15,2.2,-6.7
"4514","2008","11",5,2.8,-1.1
"4515","2008","12",5,5,-0.6
"4516","2008","12",13,-3.9,-12.2
"4517","2008","12",64,-3.3,-12.2
"4518","2008","12",51,-0.6,-6.7
"4519","2008","12",64,-5.6,-15
"4520","2008","12",76,-1.7,-6.7
"4521","2009","01",76,-6.1,-15.6
"4522","2009","01",13,-0.6,-5
"4523","2009","01",25,-1.1,-14.4
"4524","2009","01",76,2.2,-3.3
"4525","2009","01",13,-3.3,-8.3
"4526","2009","01",25,-7.2,-16.1
"4527","2009","01",13,-1.1,-15.6
"4528","2009","01",38,-11.7,-19.4
"4529","2009","01",8,-11.7,-18.9
"4530","2009","01",30,-10,-22.2
"4531","2009","01",13,-5.6,-10
"4532","2009","01",89,-7.8,-17.8
"4533","2009","01",3,6.1,-11.1
"4534","2009","01",61,-5,-12.8
"4535","2009","01",38,-0.6,-9.4
"4536","2009","01",25,-1.7,-14.4
"4537","2009","12",13,-1.1,-5.6
"4538","2009","12",89,0,-2.8
"4539","2009","12",51,-6.7,-11.7
"4540","2009","12",64,5,-6.7
"4541","2009","12",38,-9.4,-19.4
"4542","2009","12",13,-3.3,-6.7
"4543","2009","12",25,4.4,-3.9
"4544","2009","12",25,-2.2,-14.4
"4545","2010","01",64,-1.1,-7.8
"4546","2010","01",64,0.6,-11.1
"4547","2010","01",25,-11.1,-13.9
"4548","2010","01",25,-11.7,-13.9
"4549","2010","01",38,-7.2,-10.6
"4550","2010","01",13,-5,-9.4
"4551","2010","01",51,-2.8,-8.3
"4552","2010","01",76,-7.2,-12.2
"4553","2010","01",13,-10.6,-15
"4554","2010","01",38,-2.2,-12.2
"4555","2010","01",13,-7.2,-9.4
"4556","2010","01",25,5,-1.7
"4557","2010","01",38,-0.6,-2.8
"4558","2010","01",5,0,-8.3
"4559","2010","01",8,0,-3.9
"4560","2010","01",25,-1.1,-15.6
"4561","2010","01",13,-10.6,-20
"4562","2010","11",8,5.6,-1.7
"4563","2010","12",56,13.3,-5
"4564","2010","12",25,1.1,-5.6
"4565","2010","12",76,-2.2,-7.2
"4566","2010","12",13,-5,-6.7
"4567","2010","12",13,-1.1,-7.8
"4568","2010","12",13,-2.8,-13.3
"4569","2010","12",38,-10.6,-13.3
"4570","2010","12",13,-7.2,-11.1
"4571","2010","12",13,-1.7,-6.7
"4572","2010","12",25,-3.9,-6.7
"4573","2010","12",25,-3.9,-6.7
"4574","2010","12",13,-5.6,-6.7
"4575","2010","12",5,-5.6,-10.6
"4576","2010","12",51,-10,-11.7
"4577","2010","12",58,-3.9,-11.7
"4578","2006","12",5,1.7,-12.8
"4579","2007","01",38,-1.7,-10.6
"4580","2009","01",51,-8.9,-13.9
"4581","2006","01",56,5.6,-6.7
"4582","2007","01",18,-0.6,-3.9
"4583","2007","12",15,2.8,0
"4584","2008","12",33,4.4,-4.4
"4585","2008","12",69,2.2,0
"4586","2009","01",15,-0.6,-5.6
"4587","2009","01",43,-5,-11.1
"4588","2009","01",84,1.1,-5.6
"4589","2009","01",89,5.6,-4.4
"4590","2010","12",5,-1.7,-5
"4591","2006","01",8,1.7,-5
"4592","2006","01",5,-0.6,-6.1
"4593","2006","01",15,3.9,-2.8
"4594","2006","01",13,2.2,-5
"4595","2006","01",18,9.4,-11.1
"4596","2006","01",20,11.1,-0.6
"4597","2007","01",5,1.7,-3.3
"4598","2007","01",3,-5.6,-8.9
"4599","2007","01",8,0,-7.8
"4600","2007","01",36,-3.3,-8.9
"4601","2007","11",36,3.3,-1.1
"4602","2007","11",13,2.2,-2.2
"4603","2007","12",28,-6.1,-10.6
"4604","2007","12",23,-2.8,-6.7
"4605","2007","12",43,1.7,-6.1
"4606","2007","12",76,-2.2,-11.7
"4607","2007","12",23,3.9,-1.7
"4608","2007","12",3,1.7,-3.3
"4609","2008","01",3,0.6,-2.8
"4610","2008","01",38,5.6,-3.9
"4611","2008","01",5,-2.2,-10.6
"4612","2008","01",3,0,-6.7
"4613","2008","11",8,2.2,-2.2
"4614","2008","12",3,-1.1,-6.1
"4615","2008","12",3,2.2,-8.3
"4616","2008","12",5,1.1,-3.3
"4617","2008","12",25,2.2,-6.7
"4618","2008","12",89,-4.4,-11.7
"4619","2008","12",10,1.7,-6.7
"4620","2008","12",66,0,-8.3
"4621","2009","01",41,-0.6,-5.6
"4622","2009","01",5,0.6,-3.9
"4623","2009","01",25,-3.9,-11.7
"4624","2009","01",97,-3.3,-10.6
"4625","2009","01",28,-10,-15.6
"4626","2009","01",8,-11.1,-17.8
"4627","2009","01",20,-1.7,-6.1
"4628","2009","01",5,-2.2,-7.8
"4629","2009","01",8,-2.8,-12.2
"4630","2009","12",53,5.6,-1.1
"4631","2009","12",84,1.1,-3.9
"4632","2009","12",18,1.7,-4.4
"4633","2009","12",13,3.9,-5.6
"4634","2009","12",8,-3.3,-9.4
"4635","2009","12",25,1.1,-2.8
"4636","2009","12",46,-2.2,-6.1
"4637","2010","01",8,1.1,-3.3
"4638","2010","01",15,0.6,-9.4
"4639","2010","01",25,-8.9,-12.8
"4640","2010","01",58,-1.7,-6.7
"4641","2010","01",15,0,-6.7
"4642","2010","01",20,6.1,-2.8
"4643","2010","01",25,5,-1.7
"4644","2010","01",15,3.3,-1.1
"4645","2010","01",74,0,-5.6
"4646","2010","11",3,5.6,-1.7
"4647","2010","12",5,-6.1,-12.2
"4648","2010","12",8,3.3,-7.2
"4649","2010","12",15,-1.1,-10
"4650","2010","12",10,-5,-9.4
"4651","2006","01",51,0,-7.2
"4652","2006","01",91,1.1,-2.8
"4653","2006","01",5,1.7,-5
"4654","2006","01",84,-2.2,-15
"4655","2006","01",8,-3.9,-16.1
"4656","2006","01",38,8.9,-13.3
"4657","2006","01",8,-13.3,-17.2
"4658","2006","01",8,9.4,-3.9
"4659","2006","01",5,10,-9.4
"4660","2006","01",8,0,-9.4
"4661","2006","01",25,0.6,-8.9
"4662","2006","01",91,1.1,-4.4
"4663","2006","01",43,-8.9,-13.3
"4664","2006","11",5,4.4,-3.3
"4665","2006","11",5,1.7,-2.2
"4666","2006","11",18,-0.6,-2.2
"4667","2006","12",23,2.8,-6.7
"4668","2006","12",86,-3.3,-12.8
"4669","2006","12",5,-6.1,-13.9
"4670","2006","12",13,0.6,-6.1
"4671","2006","12",3,3.9,-3.9
"4672","2006","12",74,2.8,-3.3
"4673","2006","12",13,-1.1,-3.9
"4674","2006","12",5,1.1,-2.8
"4675","2006","12",13,1.7,-3.3
"4676","2007","01",3,8.3,-1.7
"4677","2007","01",5,7.2,-3.9
"4678","2007","01",5,0.6,-12.2
"4679","2007","01",8,0,-3.3
"4680","2007","01",10,6.7,-7.8
"4681","2007","01",64,-7.8,-20.6
"4682","2007","01",25,-2.2,-8.3
"4683","2007","01",20,-7.8,-20.6
"4684","2007","01",8,-5,-10
"4685","2007","01",10,-2.2,-7.8
"4686","2007","01",74,-2.8,-13.9
"4687","2007","01",28,-11.1,-24.4
"4688","2007","01",8,-8.9,-20
"4689","2007","01",15,-2.2,-8.9
"4690","2007","01",5,-3.9,-14.4
"4691","2007","01",76,-8.3,-15.6
"4692","2007","01",28,-5.6,-13.9
"4693","2007","11",5,5.6,-0.6
"4694","2007","11",5,0.6,-2.2
"4695","2007","11",18,3.9,-3.9
"4696","2007","11",13,2.8,-0.6
"4697","2007","11",5,-0.6,-8.3
"4698","2007","11",3,5,-4.4
"4699","2007","11",15,3.9,-3.3
"4700","2007","12",89,1.1,-7.8
"4701","2007","12",46,-7.8,-15
"4702","2007","12",3,2.2,-10.6
"4703","2007","12",58,-6.1,-16.1
"4704","2007","12",3,-5,-13.9
"4705","2007","12",3,-1.1,-7.8
"4706","2007","12",10,-1.7,-5.6
"4707","2007","12",38,3.9,-2.8
"4708","2007","12",10,0,-10
"4709","2007","12",5,0.6,-17.2
"4710","2007","12",74,-7.8,-17.2
"4711","2007","12",10,0,-3.3
"4712","2007","12",3,0,-10
"4713","2007","12",15,2.2,-1.1
"4714","2008","01",10,-0.6,-7.2
"4715","2008","01",13,-11.1,-22.8
"4716","2008","01",46,2.8,-3.3
"4717","2008","01",28,-2.2,-11.1
"4718","2008","01",5,0,-7.2
"4719","2008","01",8,-3.3,-13.9
"4720","2008","01",8,-2.8,-12.2
"4721","2008","01",41,-5.6,-12.8
"4722","2008","01",3,-4.4,-11.1
"4723","2008","01",33,-4.4,-8.9
"4724","2008","01",30,3.3,-11.1
"4725","2008","11",5,3.3,-1.1
"4726","2008","11",38,0.6,-6.1
"4727","2008","11",15,-6.1,-7.2
"4728","2008","11",79,-2.8,-7.8
"4729","2008","11",61,-6.1,-11.1
"4730","2008","11",81,1.7,-5.6
"4731","2008","11",76,0.6,-5.6
"4732","2008","12",30,3.9,-7.8
"4733","2008","12",36,4.4,-1.7
"4734","2008","12",25,-0.6,-10
"4735","2008","12",5,2.8,-7.8
"4736","2008","12",3,-2.8,-12.2
"4737","2008","12",13,-4.4,-11.7
"4738","2008","12",51,-4.4,-15
"4739","2008","12",8,-5,-15
"4740","2008","12",89,-2.2,-12.2
"4741","2008","12",79,-1.7,-6.7
"4742","2008","12",5,0.6,-4.4
"4743","2008","12",56,-6.1,-11.7
"4744","2008","12",25,-2.8,-15
"4745","2008","12",10,-3.9,-13.9
"4746","2008","12",8,7.2,-4.4
"4747","2008","12",43,1.7,-5
"4748","2009","01",89,-2.8,-7.2
"4749","2009","01",18,-5,-13.3
"4750","2009","01",3,1.1,-12.8
"4751","2009","01",10,-1.7,-13.3
"4752","2009","01",10,-7.2,-17.2
"4753","2009","01",86,-8.3,-17.2
"4754","2009","01",10,-8.3,-13.3
"4755","2009","01",20,-4.4,-11.7
"4756","2009","01",76,-12.8,-17.2
"4757","2009","01",23,-11.7,-21.7
"4758","2009","01",76,-11.1,-20.6
"4759","2009","01",20,-5.6,-11.1
"4760","2009","01",8,-6.7,-16.7
"4761","2009","01",3,-7.8,-13.3
"4762","2009","01",51,3.9,-10.6
"4763","2009","01",23,-10.6,-21.7
"4764","2009","01",23,-6.7,-11.1
"4765","2009","01",3,-5,-9.4
"4766","2009","01",41,-3.3,-11.7
"4767","2009","11",18,6.7,1.1
"4768","2009","11",43,11.1,2.8
"4769","2009","12",8,5,-1.1
"4770","2009","12",69,2.2,-1.7
"4771","2009","12",5,2.2,-3.9
"4772","2009","12",18,0.6,-2.8
"4773","2009","12",66,2.8,-2.2
"4774","2009","12",64,5.6,-4.4
"4775","2009","12",30,-1.7,-7.2
"4776","2009","12",5,-6.7,-10.6
"4777","2009","12",10,-6.7,-9.4
"4778","2009","12",56,-7.8,-11.1
"4779","2009","12",66,-7.8,-11.1
"4780","2009","12",5,0.6,-4.4
"4781","2009","12",20,3.9,-1.1
"4782","2009","12",64,-8.9,-16.1
